total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_both_degraded
400,0.9225,0.0775,273.43,314.47,318.56,0.7578,0.5625,13,2335.687816143036,0.058698,0.225,pass,pass,pass,pass
